"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Cd632",1.14881914539622e-22,0.837385400016131,0.974,0.815,1.97527963859425e-18,"14","Cd63"
"Ero1l2",1.25612973544556e-22,0.977695630739657,0.885,0.493,2.1597894671251e-18,"14","Ero1l"
"Rpl374",5.89338206631192e-22,0.63091378084432,0.974,0.924,1.01330811248167e-17,"14","Rpl37"
"Cd473",2.03670536874286e-21,0.691058854836137,0.974,0.813,3.50191121101647e-17,"14","Cd47"
"Nhsl22",2.17062810543601e-21,0.634792577634038,0.487,0.143,3.73217796448668e-17,"14","Nhsl2"
"Tax1bp12",2.27506506081706e-21,0.790120369032204,0.923,0.781,3.91174686556885e-17,"14","Tax1bp1"
"Rps236",6.40279076610678e-21,0.659645548251877,0.987,0.919,1.1008958443244e-16,"14","Rps23"
"Rpl136",7.33657199791849e-21,0.709023777339308,0.974,0.95,1.2614501893221e-16,"14","Rpl13"
"Glb1",7.61623998825079e-21,0.846522580046234,0.654,0.28,1.30953630357984e-16,"14","Glb1"
"Rgs18",7.85620733506232e-21,0.491849126318728,0.513,0.156,1.35079628919062e-16,"14","Rgs18"
"Crlf3",7.97357046624324e-21,0.84073024134945,0.731,0.347,1.37097570596586e-16,"14","Crlf3"
"Rpl285",9.35696113714221e-21,0.681935826416909,0.974,0.904,1.60883589792023e-16,"14","Rpl28"
"Fam117a",9.38427539686553e-21,0.438787950702265,0.256,0.044,1.61353231173706e-16,"14","Fam117a"
"Prkca",3.13090868578053e-20,0.428253321779522,0.346,0.08,5.38328439433105e-16,"14","Prkca"
"Rpl236",3.72583379084017e-20,0.593448400342943,0.987,0.953,6.40619861997059e-16,"14","Rpl23"
"Fer",4.79999433800352e-20,0.285842047193538,0.256,0.045,8.25311026476326e-16,"14","Fer"
"Rpl185",5.56402671070338e-20,0.656131310997695,1,0.905,9.56678752638339e-16,"14","Rpl18"
"Alox52",6.43159095240337e-20,0.842330954198842,0.795,0.458,1.10584774835624e-15,"14","Alox5"
"Rps195",6.56774914564143e-20,0.542526724129067,1,0.944,1.12925878810159e-15,"14","Rps19"
"St14",8.45261280707229e-20,0.387756849495414,0.359,0.086,1.45334224604801e-15,"14","St14"
"Fam46a1",1.04007633035605e-19,0.990997692038888,0.731,0.371,1.78830724241419e-15,"14","Fam46a"
"Rpl105",1.05813782321085e-19,0.745907009805372,0.949,0.856,1.81936217322873e-15,"14","Rpl10"
"Hcst3",1.20193316720256e-19,0.853240098702756,0.808,0.469,2.06660388768807e-15,"14","Hcst"
"Rpl10a6",1.29021029125306e-19,0.780881387163785,0.936,0.746,2.2183875747805e-15,"14","Rpl10a"
"Oaz1",1.72729975306959e-19,0.475072051987249,0.987,0.919,2.96991919542785e-15,"14","Oaz1"
"Rps55",1.88178656460773e-19,0.675783911928661,0.962,0.876,3.23554381918654e-15,"14","Rps5"
"Coq8b",2.26086582264141e-19,0.599807818520405,0.513,0.173,3.88733269544964e-15,"14","Coq8b"
"Clint1",2.29997004010242e-19,0.683280846410505,0.885,0.6,3.95456848695209e-15,"14","Clint1"
"Ly6e3",2.50613446531144e-19,0.850777142074927,0.923,0.726,4.30904759965649e-15,"14","Ly6e"
"Rplp15",2.6471048728006e-19,0.683166964433919,1,0.969,4.55143211829334e-15,"14","Rplp1"
"Rps155",3.42274177831689e-19,0.561621680902631,0.974,0.893,5.88506221363805e-15,"14","Rps15"
"Rpl345",4.31383915391845e-19,0.619799237870428,0.949,0.918,7.41721504124739e-15,"14","Rpl34"
"Rplp24",4.70027371618937e-19,0.500299233333965,1,0.955,8.08165062761601e-15,"14","Rplp2"
"Adora32",4.78665891464334e-19,0.557331270392939,0.397,0.108,8.23018133783776e-15,"14","Adora3"
"Rps219",6.28554378556576e-19,0.563623193765298,0.974,0.916,1.08073639849018e-14,"14","Rps21"
"Rps76",6.38913059990953e-19,0.700283173068943,0.962,0.874,1.09854711534845e-14,"14","Rps7"
"Nucb2",8.27718871388318e-19,0.775188271420663,0.615,0.269,1.42317982746507e-14,"14","Nucb2"
"Ubac2",8.76578424795261e-19,0.747916258588343,0.564,0.231,1.50718894359297e-14,"14","Ubac2"
"Rps136",1.09650245039967e-18,0.618985982528536,0.962,0.915,1.88532631321719e-14,"14","Rps13"
"Rpl176",1.30404900236555e-18,0.552969180935696,0.974,0.927,2.24218185466733e-14,"14","Rpl17"
"Fau4",1.85227908987306e-18,0.551187749344421,0.987,0.971,3.18480866712774e-14,"14","Fau"
"Rpl146",2.54851235444902e-18,0.736619950860788,0.962,0.805,4.38191214223964e-14,"14","Rpl14"
"Rps65",3.95689169203605e-18,0.635472554876353,0.974,0.855,6.80347957528678e-14,"14","Rps6"
"Rps285",5.35051778344762e-18,0.512203994402319,0.987,0.916,9.19968027685984e-14,"14","Rps28"
"Asb22",6.35307184274624e-18,0.65678165498502,0.269,0.055,1.09234717264179e-13,"14","Asb2"
"Cd200r43",6.79474415231622e-18,0.756291910034018,0.808,0.423,1.16828830954925e-13,"14","Cd200r4"
"Chst15",7.70163140836761e-18,0.25480705175734,0.256,0.047,1.32421850435473e-13,"14","Chst15"
"Rps4x6",8.43614269950282e-18,0.66631768095026,0.962,0.869,1.45051037575252e-13,"14","Rps4x"
"Rcsd13",1.35619389491541e-17,0.571627649415577,0.641,0.274,2.33183978291755e-13,"14","Rcsd1"
"Atp11b2",1.90243641157389e-17,0.771786038549061,0.782,0.428,3.27104916606014e-13,"14","Atp11b"
"Rps125",2.91812224691185e-17,0.536400239667272,0.974,0.956,5.01741939134024e-13,"14","Rps12"
"Rpl116",3.00318642903498e-17,0.614783619191529,0.949,0.9,5.16367874608275e-13,"14","Rpl11"
"Rpl86",3.11801066277639e-17,0.632702757039067,0.974,0.904,5.36110753357772e-13,"14","Rpl8"
"P2ry1",3.34901123667089e-17,0.462326615597716,0.359,0.097,5.75828992033193e-13,"14","P2ry1"
"Anxa62",5.21116276087545e-17,0.771600096071229,0.705,0.389,8.96007325104925e-13,"14","Anxa6"
"Myl12b2",5.48082038256287e-17,0.636094350441268,0.923,0.826,9.42372256577861e-13,"14","Myl12b"
"Osm2",5.9822663944427e-17,0.950397794214181,0.526,0.197,1.02859088386048e-12,"14","Osm"
"Tln11",6.48040041200289e-17,0.563611350462259,0.936,0.782,1.11424004683978e-12,"14","Tln1"
"Fam107b2",7.49563711391846e-17,0.658772112309303,0.603,0.266,1.28879984536714e-12,"14","Fam107b"
"Rps86",7.85516681750153e-17,0.585691810215026,0.974,0.944,1.35061738260121e-12,"14","Rps8"
"Rpl356",1.15991295398368e-16,0.65002718642034,0.936,0.798,1.99435433307955e-12,"14","Rpl35"
"Rps165",1.42424167454289e-16,0.52555989512101,0.987,0.95,2.44884113520905e-12,"14","Rps16"
"Gm140052",1.80405811405172e-16,0.554384209062668,0.577,0.233,3.10189752130053e-12,"14","Gm14005"
"Rps205",2.30560960149154e-16,0.621827840851825,0.949,0.917,3.96426514880455e-12,"14","Rps20"
"Cd2442",3.34628410775173e-16,0.500248714087678,0.449,0.151,5.75360089486833e-12,"14","Cd244"
"Rps176",3.41568101046136e-16,0.649805441677859,0.923,0.83,5.87292192938726e-12,"14","Rps17"
"Tec",5.12221005249607e-16,0.647740666321187,0.692,0.34,8.80712796426175e-12,"14","Tec"
"Hk2",5.95620415434493e-16,0.798451669373555,0.731,0.42,1.02410974229807e-11,"14","Hk2"
"Itga6",6.55922681358373e-16,0.546910925146582,0.436,0.147,1.12779345832759e-11,"14","Itga6"
"Runx11",6.96186474775481e-16,0.84744138233029,0.846,0.592,1.19702302472896e-11,"14","Runx1"
"Rpl215",8.86595244610153e-16,0.549659025007825,0.962,0.888,1.5244118635827e-11,"14","Rpl21"
"Hacd1",1.1477679301483e-15,0.329318088221444,0.346,0.099,1.97347217909699e-11,"14","Hacd1"
"Tspan321",1.1662129446892e-15,0.59822313183725,0.654,0.329,2.00518653709861e-11,"14","Tspan32"
"Tmem64",1.39136154999575e-15,0.567326025152138,0.333,0.092,2.39230704906269e-11,"14","Tmem64"
"E2f22",1.6080450053364e-15,0.444174608446544,0.526,0.201,2.7648725821754e-11,"14","E2f2"
"Rplp06",1.7160838724511e-15,0.469706827509569,1,0.945,2.95063461029242e-11,"14","Rplp0"
"Unc13d",1.85505891172951e-15,0.607151000084897,0.5,0.196,3.18958829282772e-11,"14","Unc13d"
"Rpl23a5",1.89408408959283e-15,0.506547819328662,0.962,0.872,3.25668818364591e-11,"14","Rpl23a"
"Rpl305",1.90176054914201e-15,0.514078716855259,0.949,0.921,3.26988708819478e-11,"14","Rpl30"
"Rpl36a5",2.03781979409652e-15,0.653759816678658,0.897,0.778,3.50382735396956e-11,"14","Rpl36a"
"Cnn24",2.73714993276527e-15,0.725284721540058,0.808,0.436,4.7062555943966e-11,"14","Cnn2"
"Gapt1",2.78205301214106e-15,0.646723252458812,0.449,0.159,4.78346194907534e-11,"14","Gapt"
"Rsrp12",3.04344568389209e-15,0.720393731891981,0.936,0.782,5.23290050888406e-11,"14","Rsrp1"
"Fyb1",3.81709367141942e-15,0.680584770262139,0.885,0.599,6.56311085863855e-11,"14","Fyb"
"Spcs22",5.59784874043771e-15,0.676882667235376,0.885,0.674,9.6249411243086e-11,"14","Spcs2"
"Adgre5",6.85063391234314e-15,0.428717249395693,0.423,0.136,1.17789799488828e-10,"14","Adgre5"
"Tacstd2",7.25405190359605e-15,0.290175516664874,0.333,0.086,1.2472616843043e-10,"14","Tacstd2"
"Rps186",7.31503820928084e-15,0.64351235260013,0.962,0.864,1.25774766970375e-10,"14","Rps18"
"Rps15a5",7.41792264712643e-15,0.537128612851733,0.962,0.894,1.27543761994692e-10,"14","Rps15a"
"Rpl27a5",9.54421027004139e-15,0.482243145847417,0.962,0.934,1.64103151383092e-10,"14","Rpl27a"
"Casp31",9.95471523086349e-15,0.617980866406675,0.615,0.31,1.71161373679467e-10,"14","Casp3"
"Emilin23",1.23473763380439e-14,0.701471196738218,0.962,0.794,2.12300788756326e-10,"14","Emilin2"
"Cystm12",1.40852990525621e-14,0.413487410900927,0.372,0.109,2.42182631909753e-10,"14","Cystm1"
"Rpl326",1.51568027921884e-14,0.633246759613864,0.962,0.911,2.60606067208887e-10,"14","Rpl32"
"Rapsn",1.53551668449974e-14,0.392875877724984,0.346,0.101,2.64016738732885e-10,"14","Rapsn"
"E2f83",1.64310135281832e-14,0.387967700307938,0.359,0.109,2.82514846603583e-10,"14","E2f8"
"Rfc2",2.12228873789111e-14,0.774008327137827,0.679,0.389,3.64906325592997e-10,"14","Rfc2"
"Il3ra",2.19487368626406e-14,0.638484371371097,0.487,0.204,3.77386581616242e-10,"14","Il3ra"
"Rpl365",2.21877684509081e-14,0.584479134501017,0.923,0.874,3.81496490744915e-10,"14","Rpl36"
"Esyt14",2.99315348748453e-14,0.614554724476665,0.782,0.512,5.1464281063809e-10,"14","Esyt1"
"Rpl296",3.29341853119832e-14,0.551519472747763,0.949,0.821,5.66270382254238e-10,"14","Rpl29"
"Rpl96",3.29665450419997e-14,0.49363120109399,0.962,0.894,5.66826775452143e-10,"14","Rpl9"
"D10Wsu102e",3.31634146825435e-14,0.607757185625739,0.474,0.189,5.70211752051653e-10,"14","D10Wsu102e"
"P2ry14",4.33363981967804e-14,0.883297901108007,0.782,0.503,7.45126030595442e-10,"14","P2ry14"
"Rps273",4.57819024705111e-14,0.481804466939987,0.962,0.937,7.87174031077968e-10,"14","Rps27"
"Gmfg3",5.36104370347785e-14,0.576800361057366,0.936,0.783,9.21777854375981e-10,"14","Gmfg"
"Pdia42",8.35755758315569e-14,0.642041810583516,0.705,0.429,1.43699845084779e-09,"14","Pdia4"
"Rpl35a5",8.48279975869587e-14,0.427981046038911,0.974,0.942,1.45853259051017e-09,"14","Rpl35a"
"Eef1a14",8.61839366058953e-14,0.441928733407944,0.987,0.954,1.48184660600176e-09,"14","Eef1a1"
"Rpl415",9.3767612929264e-14,0.407587260493174,1,0.982,1.61224033670577e-09,"14","Rpl41"
"Itpr3",9.477056951854e-14,0.326711643289425,0.346,0.103,1.62948517230178e-09,"14","Itpr3"
"Rasgrp22",1.1174956232724e-13,0.387426483119873,0.423,0.145,1.92142197465457e-09,"14","Rasgrp2"
"Rasal3",1.14334731017397e-13,0.505416541073916,0.397,0.14,1.96587136511313e-09,"14","Rasal3"
"Rps36",1.19172473385591e-13,0.538601262047934,0.949,0.894,2.04905150739185e-09,"14","Rps3"
"Uqcrh2",1.20753777909821e-13,0.516402617067205,0.949,0.806,2.07624045738147e-09,"14","Uqcrh"
"Arap31",1.25751960456046e-13,0.335177132101761,0.372,0.109,2.16217920808125e-09,"14","Arap3"
"Eif3h4",1.51318081861065e-13,0.51226285554033,0.885,0.668,2.60176309951916e-09,"14","Eif3h"
"Anxa13",1.85471069985807e-13,0.589160175110235,0.949,0.774,3.18898957733596e-09,"14","Anxa1"
"Dgkg",1.87924190102054e-13,0.304862068762938,0.321,0.09,3.23116852461472e-09,"14","Dgkg"
"Cebpa1",2.03508702187459e-13,0.846549586570822,0.577,0.317,3.49912862541116e-09,"14","Cebpa"
"Rpl56",2.30432123405568e-13,0.48474507823816,0.962,0.837,3.96204992983534e-09,"14","Rpl5"
"Slc35d1",2.43866621336445e-13,0.316096802214232,0.282,0.076,4.19304268725884e-09,"14","Slc35d1"
"L1cam1",3.02091099823298e-13,0.502563218642546,0.359,0.119,5.19415437036179e-09,"14","L1cam"
"Anp32a2",3.2334314069707e-13,0.54841770695672,0.808,0.631,5.55956196114543e-09,"14","Anp32a"
"Nrm",3.30396075618042e-13,0.290401932623847,0.346,0.106,5.68083012417661e-09,"14","Nrm"
"Os9",4.28419427347233e-13,0.685830793249624,0.718,0.473,7.36624363380832e-09,"14","Os9"
"Furin1",4.84721595661857e-13,1.22016888855869,0.833,0.63,8.33430311580997e-09,"14","Furin"
"Rpl276",4.85569388575565e-13,0.517929942908595,0.897,0.728,8.34888006716826e-09,"14","Rpl27"
"Hmgb24",4.87369671112436e-13,0.98656781930481,0.859,0.626,8.37983412510723e-09,"14","Hmgb2"
"Rpl319",5.18528813563608e-13,0.512387629510458,0.897,0.792,8.91558442041267e-09,"14","Rpl31"
"P4hb1",6.0873955303866e-13,0.676600341748346,0.795,0.633,1.04666678749467e-08,"14","P4hb"
"Adgrg31",7.52994030167889e-13,0.397429301932596,0.564,0.229,1.29469793547067e-08,"14","Adgrg3"
"Kif20b3",9.36276460969334e-13,0.48226760176236,0.308,0.088,1.60983374699067e-08,"14","Kif20b"
"Rpl246",1.11194957823867e-12,0.460340358896111,0.936,0.896,1.91188610482356e-08,"14","Rpl24"
"Ap3s12",1.15125566967719e-12,0.596989237612433,0.846,0.67,1.97946899844296e-08,"14","Ap3s1"
"Ube2c3",1.33323044806075e-12,0.537182590137471,0.385,0.122,2.29235643239565e-08,"14","Ube2c"
"Rpl156",1.34464620081995e-12,0.518428153416495,0.936,0.858,2.31198467768983e-08,"14","Rpl15"
"Nfe22",1.44111123507477e-12,0.524252534639028,0.551,0.243,2.47784665758756e-08,"14","Nfe2"
"Myh92",1.55920202795221e-12,0.630595853215479,0.974,0.844,2.68089196686102e-08,"14","Myh9"
"Eef1b25",2.01034765029887e-12,0.484763361950175,0.949,0.769,3.45659174992388e-08,"14","Eef1b2"
"Man2b12",2.57728898264602e-12,0.82485209701785,0.885,0.677,4.43139067676156e-08,"14","Man2b1"
"Rack16",2.5996079563438e-12,0.431166860348524,0.974,0.855,4.46976592013752e-08,"14","Rack1"
"Sec11c2",2.86551842054033e-12,0.641899109427079,0.833,0.7,4.92697237227705e-08,"14","Sec11c"
"Lockd3",2.9692655391886e-12,0.303887593878291,0.295,0.084,5.10535516808087e-08,"14","Lockd"
"Rpl266",3.24318739250979e-12,0.459278643296115,0.949,0.905,5.57633640268133e-08,"14","Rpl26"
"Adora2b1",3.41917264767392e-12,0.615590593631659,0.538,0.25,5.87892545041054e-08,"14","Adora2b"
"Kif2a",3.58924017430349e-12,0.511659630114279,0.603,0.338,6.17133955569742e-08,"14","Kif2a"
"Selenok1",3.59556365515805e-12,0.673922841374591,0.872,0.694,6.18221214867876e-08,"14","Selenok"
"Tnfrsf181",3.73743683273575e-12,0.466346479038706,0.462,0.184,6.42614889020584e-08,"14","Tnfrsf18"
"Arhgap452",4.95810461715447e-12,0.547961426541027,0.833,0.595,8.52496507873539e-08,"14","Arhgap45"
"Rpl196",5.7993374619222e-12,0.387766986862784,0.974,0.944,9.97138083202903e-08,"14","Rpl19"
"Rpl22l17",6.07621079290843e-12,0.664444936494608,0.756,0.527,1.04474368373268e-07,"14","Rpl22l1"
"Eef24",9.93296687275996e-12,0.437999175038063,0.949,0.782,1.70787432410235e-07,"14","Eef2"
"Rps27a5",1.03900128417944e-11,0.411709784159865,0.987,0.958,1.78645880801813e-07,"14","Rps27a"
"Iqgap2",1.10159042675454e-11,0.36899515769304,0.423,0.162,1.89407457976175e-07,"14","Iqgap2"
"Treml22",1.21673103088003e-11,0.402235980083119,0.59,0.279,2.09204733449513e-07,"14","Treml2"
"Spint23",1.31346185933715e-11,0.371876688395155,0.462,0.185,2.2583663209443e-07,"14","Spint2"
"Cbfa2t33",1.45402937318681e-11,0.415814473229886,0.474,0.2,2.5000581042574e-07,"14","Cbfa2t3"
"Krtcap24",1.55920518661282e-11,0.659067324858353,0.705,0.542,2.68089739786208e-07,"14","Krtcap2"
"Hsp90b14",1.65041269623334e-11,0.807366998832256,0.872,0.744,2.83771958990361e-07,"14","Hsp90b1"
"Arhgap41",1.853708753841e-11,0.425652355681212,0.462,0.195,3.18726683135422e-07,"14","Arhgap4"
"Rbfa",1.98579334731594e-11,0.586680742699296,0.577,0.323,3.41437308137503e-07,"14","Rbfa"
"Naca5",2.51004391404909e-11,0.518445176964019,0.923,0.813,4.31576950581601e-07,"14","Naca"
"Chpt1",2.83650896531152e-11,0.702053537081305,0.538,0.288,4.87709351495664e-07,"14","Chpt1"
"Blm",3.19549392079025e-11,0.338420587187633,0.346,0.122,5.49433224740675e-07,"14","Blm"
"Bri3bp4",3.26132664776419e-11,0.510816850012367,0.705,0.441,5.60752503816575e-07,"14","Bri3bp"
"Rpl320",4.90342782333974e-11,0.558016695669972,0.923,0.766,8.43095379945035e-07,"14","Rpl3"
"Arsb",5.11892695203308e-11,0.776454522179413,0.385,0.154,8.80148300132567e-07,"14","Arsb"
"Rin33",5.50060956816844e-11,0.560642978649795,0.679,0.423,9.45774809150882e-07,"14","Rin3"
"Gng121",5.67109944490293e-11,0.504980844919351,0.769,0.556,9.7508883855661e-07,"14","Gng12"
"Arl4a",6.60224239247687e-11,0.296148953529516,0.321,0.109,1.13518955696247e-06,"14","Arl4a"
"Gatsl3",8.59631193845733e-11,0.380007711586643,0.282,0.085,1.47804987469835e-06,"14","Gatsl3"
"Oxr1",9.01678907167476e-11,0.463081088578662,0.487,0.226,1.55034671298376e-06,"14","Oxr1"
"B3galnt2",9.27264372948097e-11,0.412393962766457,0.346,0.124,1.59433836284696e-06,"14","B3galnt2"
"Ndufa42",1.06220359998398e-10,0.588323914250455,0.833,0.674,1.82635286981246e-06,"14","Ndufa4"
"Rpl65",1.34710677977167e-10,0.490013376676929,0.974,0.865,2.31621539713941e-06,"14","Rpl6"
"Sec11a2",1.44104938206504e-10,0.459610552612199,0.744,0.516,2.47774030752263e-06,"14","Sec11a"
"Gm203421",1.55594049499687e-10,0.286489282969924,0.333,0.116,2.67528408709762e-06,"14","Gm20342"
"Ifitm15",1.58848540485979e-10,0.524938092395629,0.974,0.769,2.73124180511592e-06,"14","Ifitm1"
"Ikzf11",2.4825457351972e-10,0.573064414414304,0.603,0.37,4.26848913709806e-06,"14","Ikzf1"
"Herc1",2.72474522776947e-10,0.462134307273014,0.641,0.406,4.68492694462683e-06,"14","Herc1"
"Orai21",3.4515026974445e-10,0.655807391427492,0.41,0.173,5.93451373798608e-06,"14","Orai2"
"Atp2a3",3.64566355264858e-10,0.574400682139435,0.474,0.223,6.26835391242397e-06,"14","Atp2a3"
"Stx3",3.73568440513561e-10,0.475748533071268,0.628,0.38,6.42313576619016e-06,"14","Stx3"
"Adk",3.90754025975292e-10,0.417571102691223,0.474,0.239,6.71862472261917e-06,"14","Adk"
"Dctn6",4.1490421107574e-10,0.545725780719013,0.59,0.337,7.13386300523627e-06,"14","Dctn6"
"Cks23",4.38683638078566e-10,0.531434744375462,0.513,0.262,7.54272647312287e-06,"14","Cks2"
"Crlf21",4.66801401725856e-10,0.555784104740797,0.782,0.572,8.02618330127437e-06,"14","Crlf2"
"Plp22",5.02890324642877e-10,0.604858590334488,0.795,0.598,8.64669624190963e-06,"14","Plp2"
"Tal1",5.16165443372891e-10,0.290238029978598,0.269,0.086,8.87494863335349e-06,"14","Tal1"
"Fxyd52",5.50737974848557e-10,0.557020970023408,0.974,0.926,9.46938873954608e-06,"14","Fxyd5"
"Samsn13",5.78543596127788e-10,0.431796490134365,0.718,0.434,9.94747859182119e-06,"14","Samsn1"
"Rab27a2",6.42853487257936e-10,0.378101488429854,0.487,0.215,1.1053222859913e-05,"14","Rab27a"
"Rps294",6.45677083381204e-10,0.300917740723321,0.987,0.968,1.11017717716564e-05,"14","Rps29"
"Tnfaip81",6.77167003517628e-10,0.616844697787169,0.795,0.603,1.16432094584821e-05,"14","Tnfaip8"
"Stap1",7.48245648232979e-10,0.474999828507424,0.551,0.287,1.28653356757178e-05,"14","Stap1"
"Nomo1",8.5169746099345e-10,0.494667484132898,0.474,0.254,1.46440861443214e-05,"14","Nomo1"
"Tiam12",9.01690081910995e-10,0.561845599604504,0.487,0.252,1.55036592683776e-05,"14","Tiam1"
"Acbd6",9.27531389220916e-10,0.553218525279617,0.603,0.374,1.59479747062644e-05,"14","Acbd6"
"Ppib4",1.00985448117418e-09,0.564171356576799,0.846,0.71,1.73634379493088e-05,"14","Ppib"
"Ecm1",1.06848409771276e-09,0.774036031969086,0.513,0.268,1.83715155760733e-05,"14","Ecm1"
"Ints6l",1.12589785195451e-09,0.427817052584994,0.397,0.173,1.93586876665059e-05,"14","Ints6l"
"Ccnd32",1.16912657179699e-09,0.536171955405511,0.782,0.58,2.01019622754775e-05,"14","Ccnd3"
"Serinc32",1.36581898881593e-09,0.479744517853086,0.795,0.639,2.34838916937011e-05,"14","Serinc3"
"Rpia1",1.4606612196324e-09,0.341593173502146,0.423,0.196,2.51146090103595e-05,"14","Rpia"
"Slc7a5",1.62640116950145e-09,0.430917826341056,0.282,0.095,2.79643417084079e-05,"14","Slc7a5"
"Ngly1",1.65743845262984e-09,0.418601940791205,0.487,0.243,2.84979967545174e-05,"14","Ngly1"
"Apobec32",1.9728695521711e-09,0.362177549609542,0.564,0.308,3.392151908003e-05,"14","Apobec3"
"Fyn3",2.11825876461008e-09,0.422244297146916,0.321,0.12,3.64213411987057e-05,"14","Fyn"
"Hacd42",2.19503765080833e-09,0.809411460021188,0.692,0.471,3.77414773679985e-05,"14","Hacd4"
"Arhgef11",2.21673032518861e-09,0.469778727046648,0.756,0.556,3.81144612112929e-05,"14","Arhgef1"
"D16Ertd472e",2.22596685989793e-09,0.308928014315056,0.385,0.158,3.8273274189085e-05,"14","D16Ertd472e"
"Prkacb",2.23942777701853e-09,0.581412985775583,0.564,0.354,3.85047211980567e-05,"14","Prkacb"
"Impdh1",2.38536408733717e-09,0.409905152672468,0.385,0.17,4.10139501176754e-05,"14","Impdh1"
"Prkd2",2.68653526033651e-09,0.316397546438823,0.346,0.137,4.61922872662259e-05,"14","Prkd2"
"Cmtm73",2.82864406736282e-09,0.632726634035422,0.769,0.668,4.86357060942362e-05,"14","Cmtm7"
"Rpsa6",3.22970227983833e-09,0.2805033381857,0.974,0.942,5.55315009995403e-05,"14","Rpsa"
"Itgb31",3.83963548250293e-09,0.260948981868137,0.282,0.092,6.60186924861554e-05,"14","Itgb3"
"Rpl225",4.12116936264101e-09,0.367812521828644,0.949,0.861,7.08593860212495e-05,"14","Rpl22"
"Dynlt1f1",4.80725844565798e-09,0.318045297263869,0.423,0.195,8.26560017146433e-05,"14","Dynlt1f"
"S100a106",5.24872590487120e-09,0.573031915312172,0.962,0.737,9.02465932083553e-05,"14","S100a10"
"Heatr5a",5.52245944699911e-09,0.391336537292568,0.41,0.191,9.49531677317027e-05,"14","Heatr5a"
"Eif3f4",5.90395024691039e-09,0.436997436498039,0.923,0.705,0.000101512520545377,"14","Eif3f"
"Rps255",6.8757282294922e-09,0.338443997670649,0.949,0.907,0.000118221271177889,"14","Rps25"
"Ptpn184",7.47750478204592e-09,0.590114956373272,0.808,0.594,0.000128568217222498,"14","Ptpn18"
"Csgalnact2",7.52607539761922e-09,0.414256245776096,0.487,0.271,0.000129403340386665,"14","Csgalnact2"
"Abca2",7.66023798243611e-09,0.375894535596093,0.308,0.119,0.000131710131870006,"14","Abca2"
"Manf4",8.56754104450339e-09,0.788839864376707,0.667,0.531,0.000147310300719191,"14","Manf"
"Dhrs1",9.91356183025414e-09,0.641808550780886,0.577,0.372,0.00017045378210939,"14","Dhrs1"
"Tyms3",1.07575800943196e-08,0.438263662631275,0.308,0.117,0.000184965832141731,"14","Tyms"
"Slc3a22",1.15211396197723e-08,0.562081390376736,0.782,0.656,0.000198094474622365,"14","Slc3a2"
"H2-T231",1.19852110308111e-08,0.55608414225868,0.667,0.462,0.000206073718463767,"14","H2-T23"
"Akap133",1.5225326125441e-08,0.452552447186392,0.846,0.696,0.000261784257400832,"14","Akap13"
"Ubn1",1.75623737343761e-08,0.412681632186251,0.667,0.473,0.000301967453988862,"14","Ubn1"
"Trappc6a",1.95531364832566e-08,0.408346539472527,0.731,0.533,0.000336196628693115,"14","Trappc6a"
"Mpc21",2.00206111928295e-08,0.817835605760078,0.769,0.641,0.00034423438884951,"14","Mpc2"
"Rpl126",2.05463685888532e-08,0.415977153738479,0.936,0.86,0.000353274261516742,"14","Rpl12"
"Foxp11",2.36741535331911e-08,0.389315089464652,0.564,0.345,0.000407053395849687,"14","Foxp1"
"Tmem229b",2.37147789818555e-08,0.340609250384288,0.333,0.142,0.000407751909814023,"14","Tmem229b"
"Ifitm22",2.77255545266673e-08,0.37898209316375,0.897,0.767,0.000476713184531518,"14","Ifitm2"
"Atp5f1",3.26141112678587e-08,0.328856557172404,0.91,0.824,0.000560767029139563,"14","Atp5f1"
"Ikbkb",3.56449152381109e-08,0.358402921003607,0.679,0.473,0.000612878672604079,"14","Ikbkb"
"Arpc31",3.88190612023382e-08,0.350436493995206,0.923,0.89,0.000667454938313003,"14","Arpc3"
"Arhgdib3",4.07178848959834e-08,0.256650371089573,0.949,0.891,0.000700103312901539,"14","Arhgdib"
"Tyrobp2",4.266517518137e-08,0.525615068879378,0.987,0.957,0.000733585022068476,"14","Tyrobp"
"Leprotl1",4.82609351269711e-08,0.45031118931744,0.744,0.606,0.000829798518573142,"14","Leprotl1"
"Mrpl333",4.91904603641311e-08,0.359665615930745,0.859,0.716,0.00084578077550087,"14","Mrpl33"
"Tuba4a2",5.09727775377161e-08,0.550088225323552,0.615,0.423,0.00087642593698349,"14","Tuba4a"
"Tpr2",6.59206990435546e-08,0.322416498828434,0.885,0.729,0.00113344049935488,"14","Tpr"
"Zwint",7.42101354207205e-08,0.38177022150634,0.564,0.355,0.00127596906842387,"14","Zwint"
"Rac23",7.49020951350714e-08,0.394910940498561,0.846,0.771,0.00128786662375242,"14","Rac2"
"H2afv3",7.74653347766316e-08,0.64419513522133,0.667,0.49,0.0013319389661494,"14","H2afv"
"Napsa4",8.71200981219056e-08,0.456391430759884,0.859,0.65,0.00149794296710804,"14","Napsa"
"Id13",9.40998990725852e-08,0.334874828421243,0.641,0.367,0.00161795366465403,"14","Id1"
"Kif21b",9.99394018318887e-08,0.32930205840622,0.346,0.154,0.00171835807509749,"14","Kif21b"
